-73.62857458726415, -49.2621527777776
-72.96428176591981, -83.55564024390242
-72.66968234080188, -362.3285060975609
-72.60036482900944, -667.6511686991871
-72.53104731721699, -1079.1730182926826
-72.46172980542453, -1411.0454776422762
-72.21911851415095, -2114.6150914634145
-72.08048349056604, -2300.463668699187
-72.04582473466981, -2499.587144308943
-72.04582473466981, -2645.611026422764
-71.76225309551887, -2891.1966463414633
-71.32954377948113, -3041.6454945799455
-71.1100383254717, -3186.563135162601
-70.90208579009435, -3365.774263211382
-70.76345076650944, -3511.7981453252037
-70.6363686615566, -3725.3027608401085
-70.31288693985849, -3880.176575203252
-70.03561689268868, -3966.4634146341464
-69.82766435731132, -4172.224339430893
-69.16221624410377, -4490.821900406505
-68.67237249410377, -4681.095443766937
-68.33733785377359, -4863.625296409215
-67.74813900353774, -4930.703760162602
-66.98564637382076, -5008.542936991869
-66.22315374410377, -4982.596544715447
-65.4606611143868, -4975.355691056911
-64.69816848466982, -5026.645071138211
-63.94953935731132, -5052.350101626016
-63.17318322523585, -5073.710619918698
-62.51466686320755, -5089.851689532521
-61.980922022405665, -4838.624237804877
-62.02944428066038, -4626.889608739837
-61.37092791863208, -5079.141260162602
-60.712411556603776, -4941.338763973577
-60.053895194575475, -5089.022008384147
-60.053895194575475, -4955.443343495936
-59.291402564858494, -5201.028963414634
-58.450927734375, -5196.880557672765
-57.905052329009436, -5214.303861788618
-56.749760465801884, -5274.040904471545
-55.59776943648922, -5344.208224448317
-54.231224204009436, -5366.965193089431
-52.56760392099057, -5353.690294715447
-48.78979952830189, -5303.909425813008
-48.51252948113208, -5128.017022357724
-48.269918189858494, -5048.367632113821
-47.92333063089623, -4623.570884146342
-47.854013119103776, -4450.997205284553
-47.78469560731133, -4139.037093495936
-47.36879053655661, -3959.222560975609
-46.74493293042453, -3959.8259654471544
-46.39834537146227, -4119.12474593496
-46.225051591981135, -4281.74225101626
-45.965110922759436, -4465.931465955284
-45.358582694575475, -4567.152566056911
-44.61919590212265, -4793.9320799458
-43.83359743514151, -4915.618648373984
-43.09421064268869, -4955.443343495936
-41.97588811910378, -4926.238567073171
-41.288654502190035, -4881.483195412311
-40.56412146226416, -4892.387576219513
-39.847840507075475, -4806.100736788618
-39.46659419221699, -4630.208333333334
-39.073794958726424, -4470.909552845529
-38.877395341981135, -4331.5231199187
-38.18422022405661, -4148.993267276423
-38.32285524764151, -4314.929496951219
-37.52570386202831, -3948.3612804878044
-36.90184625589623, -4020.6692496612463
-36.381964917452834, -4079.3000508130085
-35.577881780660384, -4014.9167936991867
-34.891638413915096, -3966.4634146341464
-34.78766214622642, -4177.202426321139
-34.475733343160385, -3740.790142276423
-33.96740492334906, -3508.4794207317077
-34.267780807783026, -3249.6189024390246
-34.04596477004717, -2932.538472706155
-34.05982827240567, -2794.953633130081
-33.251123968160385, -3570.428946476965
-32.76590138561321, -3700.9654471544713
-32.27490234375001, -3470.3140879065045
-32.15359669811321, -3354.7118478997295
-31.45547032934637, -3298.9256678281067
-30.83656397405661, -3235.2377625338754
-30.455317659198116, -3233.0252794715448
-29.848789431014154, -3120.1886432926826
-29.138284935141513, -2967.8290142276423
-28.58374484080189, -2926.50787601626
-28.722379864386795, -3112.8874491869915
-28.34113354952831, -2652.248475609756
-27.831154712769546, -2430.368031358885
-27.994545990566046, -2290.507494918699
-27.37068838443397, -2499.587144308943
-27.128077093160385, -2652.248475609756
-26.62304950724394, -2830.827465640729
-26.45470697860513, -2937.658790650407
-25.335724288241245, -3074.2006024970965
-24.571031102594347, -3186.9318823396566
-24.064243071933966, -3317.3208841463415
-23.662201503537744, -3422.1925813008133
-23.28095518867925, -3823.7582571138214
-22.865050117924532, -3959.8259654471544
-22.31051002358491, -3933.2761686991867
-22.171875000000007, -4089.2562245934955
-21.963922464622648, -4248.555005081302
-21.617334905660385, -4396.791370257453
-21.270747346698123, -4537.284044715447
-21.028136055424532, -4683.307926829268
-20.641938489723728, -4862.519054878048
-20.26564342570755, -4650.12068089431
-19.808147847877365, -4420.46493902439
-19.884397110849065, -4301.654598577235
-19.125755454009436, -4554.983909214092
-18.60202314268868, -4391.260162601626
-18.116800560141513, -4290.491615853658
-17.5622604658019, -4462.944613821139
-17.019273290094347, -4614.720951897019
-17.0423791273585, -4713.176448170732
-16.237525795990578, -4496.721855239386
-16.106592718160385, -4411.172510162602
-15.492637613712944, -4718.391586817654
-14.387518425707555, -4870.483993902439
-13.5616497852089, -4807.5230473286865
-12.945714180424545, -4692.600355691056
-12.238675560141516, -4647.465701219513
-11.346790241745282, -4635.73954098916
-10.942438089622655, -4414.491234756097
-10.803803066037744, -4225.323932926829
-10.31164873231134, -4000.9781504065045
-10.24431172085579, -3867.8498838559813
-10.422556751179258, -3740.790142276423
-9.521429097877359, -3883.1265526196926
-9.140182783018872, -3724.196519308943
-9.105524027122655, -634.4639227642274
-9.105524027122655, -840.2248475609754
-9.105524027122655, -1045.9857723577234
-9.105524027122655, -1245.1092479674794
-9.105524027122655, -1457.5076219512193
-9.105524027122655, -1656.6310975609754
-9.105524027122655, -1862.3920223577234
-9.105524027122655, -2068.1529471544713
-9.105524027122655, -2267.2764227642274
-9.105524027122655, -2479.6747967479673
-9.105524027122655, -2678.798272357724
-9.105524027122655, -2884.5591971544713
-9.105524027122655, -3090.32012195122
-9.105524027122655, -3289.4435975609754
-9.105524027122655, -3501.8419715447158
-8.874465654481142, -448.61534552845524
-8.382641404144223, -178.37634291521476
-7.6399537777965065, -129.0695775261322
-6.6655476120283055, -115.41539634146329
-5.9515772405660385, -90.19308943089413
-54.90566037735849, -5386.1788617886195
-57.028301886792455, -5203.252032520326
-59.15094339622642, -5264.227642276424
-59.575471698113205, -5142.276422764227
-51.721698113207545, -5345.528455284553
-51.509433962264154, -5345.528455284553
-51.29716981132076, -5386.1788617886195
-50.87264150943396, -5447.154471544716
-50.66037735849057, -5447.154471544716
-50.341981132075475, -5447.154471544716
-49.91745283018868, -5426.829268292684
-49.38679245283019, -5406.50406504065
-49.38679245283019, -5467.479674796748
-49.068396226415096, -5386.1788617886195
-48.75, -5243.90243902439
-5.4481132075471805, -60.97560975609781
-4.811320754716988, -60.97560975609781
