Time,D
7.420933298707517,92.09678640932094
8.689656205677288,92.9194450548353
10.017389480413101,92.87823146464947
11.345122755148914,92.92963136831872
12.64335084600171,93.68639770502905
13.941578936854498,93.96245590696806
15.26931221159031,93.97416431327085
16.567540302443106,94.33842584269081
17.983789128827972,94.2186098181923
19.370532771329827,93.56931364200119
20.639255678299598,93.74588291371737
22.025999320801446,93.44572490880515
23.294722227771224,93.70976248027327
24.58452026608601,94.67373229747628
25.950188777242843,94.95038521211636
27.311115383847053,94.46624261149621
28.506075331109287,94.34447518594725
29.933388601450282,94.45629046613885
31.299057112607116,94.31712769408288
32.58885515092191,94.74431726118735
33.91658842565772,94.70310367100156
35.20006392456901,94.85554712106381
36.5130446073633,94.69071877900129
37.937723486286174,95.05609539473579
39.227521524600974,95.06746927514422
40.593190035757814,94.85270365096171
41.92092331049362,95.05341918758087
43.210721348808406,95.47304846947269
44.53845462354421,95.64352286524124
45.86618789828003,96.34321722589567
47.19392117301584,97.01645058830582
49.052747757645975,98.14420428339005
50.38048103238178,98.3411396774029
51.594408597854525,98.01163167145307
53.1355275774586,98.00159589462213
54.452196408238265,97.84782549184554
55.57760842206196,97.02611838665295
57.01914740606085,97.28831978265647
58.34688068079666,98.25262412575383
59.586098403883426,98.33411463362121
61.09086278191734,98.12687584206192
62.41859605665314,98.31499090332666
63.61355600391538,97.88451183159427
64.98554705447572,97.35857022047318
66.31328032921154,96.81459766364578
67.64101360394734,96.82630606994856
68.96874687868315,97.63184442358018
70.25222237759444,98.3399688367726
71.66847120397931,98.52886445845755
72.98988193931162,98.72952424076098
74.23542220180187,98.26483989632975
75.69592880401126,98.43207496635452
76.96833985896642,99.07174423069667
78.26287980183383,99.3367444933497
79.6791286282187,99.30513179633219
80.91834635130546,99.35134097320719
82.30508999380731,99.00487622136744
83.57381290077709,98.89845981741544
84.9015461755129,98.91016822371823
86.27353722607324,98.74586025526915
87.5190774885635,98.25282484129045
88.88474599972034,98.18453974310314
90.1239637228071,97.19215473888958
91.54021254919196,96.10210211210031
92.86794582392777,95.80509887221967
94.19567909866359,96.18726125394257
95.5234123733994,96.80757261986412
96.8511456481352,96.58113204196826
98.17887892287102,95.95777649040798
99.50661219760683,95.59903092129065
100.83434547234265,95.66366132408203
102.20633652290297,95.53463468662534
103.42342535807748,95.00512201158189
104.77328752072555,95.99828757621562
106.1452785712859,96.18679291769045
107.56152739767074,95.93467190197049
108.70116512515233,95.1178154222462
109.64164286142352,94.8945751420731
110.83660280868574,95.69894265507442
112.25285163507061,96.05542459897322
113.62484268563097,95.9440386270127
114.70178189736112,94.6745871969841
115.97050480433089,94.07717227005467
117.35724844683273,94.34519069966576
118.52639135819734,93.6829502298399
119.46054655506504,92.82648030879118
120.71715126151142,92.64382917046774
122.10758305199866,93.15223419081534
123.40581114285143,94.07658684973953
124.73354441758727,94.36613573760741
125.53018438242876,94.50546577261053
125.7957310373759,92.72169007238126
126.06127769232307,91.42303267329736
126.59237100221739,90.08261529173353
126.94643320881363,87.99090850574099
127.65455762200605,86.53628537769876
128.98229089674186,84.91544469589377
129.69041530993428,84.22236279708463
130.44279749895125,87.47046984558222
130.31002417147766,84.88935167613327
132.6409336982361,98.75782884837867
133.6293573583172,98.12707098216697
135.67996763818695,86.86247832495926
136.75901436305162,88.74526439753471
137.47978385505107,90.70784418830226
138.14365049241897,92.32340911798153
138.6747438023133,93.82754904767928
139.07306378473402,95.41872146422777
139.8697037495755,96.66059309274316
140.79911704189058,96.22777233975022
141.06466369683775,94.64245412635312
141.81704588585472,90.76814248076158
142.1268503166264,89.95499366303316
143.54309914301126,90.95977006391718
144.9150901935716,90.52203178027706
146.0834954753391,89.73850523049468
146.87349677380692,88.49188194042142
148.10165005293754,89.01539405723469
149.39987814379035,89.42375725039516
150.7866217862922,89.96520599519728
151.9852698815398,91.54689785497557
152.95736031482852,93.15966809957901
154.20922311672228,93.30301244531454
155.42315068219503,93.14361085664946
156.1818554106155,92.22416643598648
157.39578297608824,92.36528618452449
158.53384006871894,93.83256693609478
159.52015621566554,95.59903092129066
160.89214726622586,96.20650206830014
162.0997522922951,95.65958010817079
163.29681975269182,94.82380433064293
164.12296490141637,93.9637568410017
164.56554265966162,92.50127932373134
164.91960486625786,90.24419129871197
165.89327593439742,89.51958730364836
166.87959208134401,91.82708419937491
167.69899318803812,90.4583380499899
169.4781557761841,106.93276822238647
172.07671947102423,84.86074971216505
173.72690225533873,95.85661585995192
174.92186220260095,88.9431922183675
175.45295551249527,87.88061531836877
176.46203280129447,89.53009559830511
177.04623544217824,92.01596588248088
177.90188577478577,94.11466518890425
179.05680297249248,93.97574401888312
179.7459597674744,92.80052667482002
180.82289897920455,91.83243661368473
182.09162188617432,92.15968656984758
183.41935516091016,91.80094100073026
184.74708843564596,91.86557140352163
186.01581134261576,93.3041832859448
187.4615653528836,93.6403446402381
188.78929862761942,93.32864084577729
189.96950598294015,92.97888473083243
190.41208374118543,92.07870342625333
191.6513014642722,92.04552960839544
192.979034739008,92.37476999362973
194.20718801813862,92.82882199005175
195.20298797419048,91.89493023232586
196.4311412533211,92.03475787459686
197.7588745280569,93.1842892054043
198.97280209352965,93.39534159215934
199.73150682195012,92.83501071909751
200.97493957130587,93.40669688779585
202.3026728460417,93.80061971318288
203.38846361293676,94.10714579018979
203.86644759184165,93.07938188493134
204.70102279310416,91.80149296845596
205.63675862482273,91.1545198887535
206.734351465271,90.14104023918443
207.1857807786812,88.67643569476907
208.17420443876227,87.48705675451116
209.47243252961508,87.66021107438901
210.73272538404686,87.35631288413006
211.66688058091455,86.58253358259476
212.9329690964662,87.14890682962358
214.22276713478098,87.16406085263834
215.4509204139116,86.79782190348722
216.77865368864744,87.33875027467589
217.7744536446993,88.70365773942304
218.9694135919615,88.61496656167944
219.99840687988177,88.59096432875873
220.5958868535129,87.2202612028917
220.86143350846004,86.1641629543805
221.9236201282487,87.94641656179043
222.49897121396754,89.09813346177437
223.74451147645783,89.73914082969398
224.47286801574145,90.24454255090104
225.11017998761466,88.66911794082982
225.3757266425618,87.05072347962738
225.84043328871934,84.9710178100952
226.43791326235046,83.62016043291139
227.08281228150784,82.71861314759694
227.97808386104398,83.81896917193266
228.56228650192776,86.28499370742524
228.82783315687493,88.27191025700785
229.55808645797964,91.48674591759502
230.15556643161074,93.31120832972647
230.84598773447334,94.16404864482134
231.35052637887298,92.85867842612384
231.74884636129372,91.3076073011624
232.57867965800358,89.80995577995743
233.9727995964762,90.00416896950487
235.2009528756068,90.90805793607987
236.4696757825766,91.86743173918974
238.43177051079726,94.0016140213807
239.81482600531376,94.86828001291809
240.9433992888392,94.46477906070837
241.93919924489109,93.54742542688517
243.10834215625567,93.38132867413982
244.28854951157638,92.20099122541573
245.55727241854618,91.99167093940262
246.78542569767677,91.85365810010855
247.78122565372865,91.21745257263098
249.00937893285925,91.54581482739258
250.33711220759506,91.68982822491682
251.45240815837315,91.24982631605818
252.04419784654107,90.1966049902385
253.1443197027508,89.73378841538414
253.90302443117122,89.09785469019573
254.98417866917043,90.61944572071621
256.01317195709066,91.38927343512432
257.1417452406161,91.74652618243806
258.0379652010628,90.49201923212092
258.93418516150945,89.69506704311137
260.1623384406401,90.05650554567832
261.1714157294393,91.22968785721739
263.4152849637428,105.71041060437572
262.95057831758527,104.51556774117653
263.7029605066022,106.83753985112382
264.942178229689,111.87605736342229
266.26991150442484,118.43686283518781
266.8010048143191,120.75688354408466
268.3352743762361,123.98983471109031
270.12033800115864,114.8985824504862
304.3315987135181,86.73264510840173
304.64140314428977,81.72983823532675
305.1724964541841,85.63751883888123
305.1724964541841,84.38062142227727
305.4380431091313,83.25837067815534
305.836363091552,80.74808836683823
308.1377674344274,78.12228311333368
308.35905631355007,79.71189440904178
310.2178828981802,86.14507825210697
310.61620288060095,88.19931813793058
311.58987394874055,86.5761427441545
312.87334944765183,92.78374462578601
314.068309394914,85.45135517866696
314.9977226872291,87.17951594895801
314.86494935975554,85.32607523122715
316.9893225993328,103.3382874874315
319.11369583891013,81.65900237719492
319.9103358037516,89.5712506464594
320.7069757685931,90.00826691171085
323.49521564553834,86.72522978440996
324.69017559280053,88.85264720962599
325.4109450848,92.9226565034212
327.34564214227214,81.73159449627218
327.34564214227214,80.54084957527894
327.6111887972193,84.77695097562653
334.9326894264768,82.47892534428422
335.48907289398517,85.72845412783286
335.71036177310776,84.35222853699302
335.71036177310776,82.46688241208707
336.90532172037,87.50500964417543
337.1708683753172,84.42023486360169
337.5028016940011,82.91267998206561
337.96750834015864,89.23434125509677
338.8172576359896,83.94963498627176
338.8969216324737,85.40569239408609
340.09188157973597,82.24091017044333
341.1540681995246,78.57881338908976
347.05510497612823,80.30303883392905
346.8633212808886,81.93678431672849
347.7927345732037,80.19193906745596
352.0857388281828,77.6498489190163
351.90870772488466,97.42788398578567
353.1036676721469,80.10646770144564
356.0246808765657,91.90737041402257
357.88350746119585,95.36369195460468
358.7244052018619,99.84742614825618
359.742334045826,104.9501447551149
359.68922471483654,103.39729785519755
361.0700673205618,109.54842619042863
361.68967618210513,104.04118214580869
361.9994806128769,98.70761279468007
362.92889390519196,92.49747409168293
364.6549471623485,94.62957487942006
366.9120937293994,96.63405403845684
366.381000419505,93.85096586028487
367.44318703929366,97.96178731319266
367.974280349188,97.23879322399569
368.37260033160874,94.13313845218198
368.50537365908235,92.63485272563561
369.03646696897664,91.36058783968251
369.567560278871,88.8250153707514
370.1650402525021,87.51715711571457
371.42638686350114,88.55033615888807
371.5591601909747,91.71359628971148
372.2230268283426,87.19902995946266
372.2230268283426,88.47797820793687
373.24727821171024,92.77747226526667
374.11978864939374,94.24052126427324
375.1440400327614,91.85105297970617
375.2325555844104,89.07783889084955
376.07345332507646,92.67953980969124
377.5339599272859,103.8457298165942
378.17885894644326,104.72840984146644
378.8616932020217,104.2808141948057
381.38438642401974,92.32945846123796
384.57094628338564,91.6960336802573
289.96460176991155,55.048180924287124
291.63716814159295,57.840707964601776
292.75221238938053,59.5172074729597
291.63716814159295,61.72959685349066
293.3097345132744,63.96656833824976
270.4513274336283,132.65388397246807
268.22123893805315,129.85644051130777
170.65486725663717,100.66273352999018
171.21238938053096,94.00098328416914
167.86725663716817,96.74926253687318
168.98230088495575,102.87020648967552
131.6283185840708,95.31858407079646
134.41592920353983,92.5653883972468
261.5309734513275,93.68633235004917
261.5309734513275,95.9085545722714
261.5309734513275,113.13077679449363
262.6460176991151,115.91838741396265
262.6460176991151,109.80727630285153
260.9734513274336,108.12586037364798
265.99115044247793,122.0589970501475
269.3362831858407,120.42182890855457
267.66371681415933,126.51819075712882
270.4513274336283,117.65388397246805
271.0088495575222,112.65880039331367
271.56637168141594,133.77482792527042
284.3893805309735,153.33235004916423
284.9469026548673,148.33726647000984
286.0619469026549,140.5693215339233
286.6194690265487,122.79646017699116
286.0619469026549,98.34709931170109
287.7345132743363,90.58407079646018
288.2920353982301,63.92232055063914
288.2920353982301,59.4778761061947
289.40707964601773,56.70993117010818
297.21238938053096,63.445427728613566
297.21238938053096,58.445427728613566
297.21238938053096,54.55653883972468
297.21238938053096,48.44542772861358
297.21238938053096,45.11209439528025
298.32743362831866,44.01081612586037
298.8849557522124,52.90462143559489
299.44247787610624,59.57620452310718
303.9026548672567,92.9488692232055
303.9026548672567,82.39331366764995
302.7876106194691,79.60570304818093
297.21238938053096,80.6676499508358
299.44247787610624,80.6873156342183
298.8849557522124,75.68239921337268
303.9026548672567,89.61553588987218
307.2477876106195,100.75614552605704
306.69026548672565,95.75122910521142
307.80530973451334,96.31661750245823
309.47787610619474,92.99803343166175
307.2477876106195,89.08947885939037
310.5929203539823,79.11897738446412
310.5929203539823,81.89675516224189
315.05309734513276,93.047197640118
315.05309734513276,90.26941986234023
312.82300884955754,83.02753195673552
308.9203539823009,88.54867256637169
317.28318584070803,99.17797443461161
316.16814159292034,93.05703048180925
317.28318584070803,95.28908554572273
318.3982300884956,93.07669616519175
318.3982300884956,89.74336283185842
318.9557522123894,85.3038348082596
320.6283185840709,91.98525073746315
320.6283185840709,94.20747295968536
316.16814159292034,117.50147492625369
316.16814159292034,111.94591937069814
321.18584070796464,111.99016715830876
322.3008849557523,108.66666666666667
322.3008849557523,105.33333333333334
323.41592920353986,98.12094395280238
323.41592920353986,95.34316617502459
325.08849557522126,90.91347099311702
328.4336283185841,89.83185840707965
327.3185840707965,96.48869223205507
327.3185840707965,94.26647000983284
330.10619469026557,81.5132743362832
329.5486725663717,85.39724680432646
330.66371681415933,90.4070796460177
330.66371681415933,94.29596853490659
331.77876106194697,71.52802359882007
332.89380530973455,82.09341199606686
334.0088495575221,84.8810226155359
332.89380530973455,87.09341199606688
334.0088495575221,92.10324483775813
336.2389380530974,78.78957718780728
336.2389380530974,91.01179941002951
334.0088495575221,89.8810226155359
338.46902654867256,79.36479842674534
341.25663716814165,81.61160275319568
345.7168141592921,68.8731563421829
345.15929203539827,62.75712881022618
345.7168141592921,58.873156342182895
348.5044247787611,56.67551622418878
348.5044247787611,63.342182890855455
348.5044247787611,66.6755162241888
339.58407079646025,79.37463126843659
340.141592920354,76.04621435594888
341.8141592920354,73.28318584070797
343.48672566371687,79.96460176991151
343.48672566371687,75.52015732546707
344.0442477876107,69.96951819075714
344.0442477876107,82.19174041297936
344.0442477876107,76.6361848574238
345.15929203539827,71.64601769911506
346.83185840707966,83.88298918387414
346.27433628318585,78.32251720747296
346.27433628318585,73.87807276302851
347.3893805309735,77.77679449360866
348.5044247787611,73.34218289085545
347.3893805309735,71.11012782694198
349.6194690265487,78.90757128810226
349.6194690265487,81.12979351032449
350.73451327433634,85.02851524090462
350.73451327433634,87.8062930186824
350.1769911504425,92.80137659783679
352.96460176991155,94.49262536873157
352.4070796460178,102.26548672566373
354.0796460176992,103.3913470993117
354.0796460176992,98.94690265486726
355.19469026548677,92.84562438544741
355.75221238938053,99.5172074729597
356.30973451327435,103.4110127826942
357.424778761062,107.30973451327435
357.424778761062,109.53195673549658
352.96460176991155,115.60373647984268
360.7699115044248,114.56145526057031
363.00000000000006,94.58112094395281
363.00000000000006,88.4700098328417
355.19469026548677,90.06784660766962
354.0796460176992,83.39134709931172
364.11504424778764,86.81317600786629
356.86725663716817,88.41592920353983
365.78761061946904,97.93903638151427
366.3451327433629,101.83284169124879
380.28318584070803,83.0668633235005
379.1681415929204,80.27925270403148
376.38053097345136,97.47689282202556
377.495575221239,110.2645034414946
379.1681415929204,100.27925270403148
379.72566371681415,85.83972468043265
381.9557522123894,99.19272369714848
381.9557522123894,94.74827925270404
382.51327433628325,88.086529006883
383.070796460177,85.31366764995084
383.070796460177,81.98033431661752
385.3008849557523,79.77777777777779
385.3008849557523,81.44444444444446
385.3008849557523,73.66666666666667
386.41592920353986,77.56538839724682
387.53097345132744,80.35299901671584
386.9734513274337,70.34808259587021
